Log #,Complaint #,Date,Address #,Street Name,Borough,Postcode,District,Work Reported,Closed,Issued Violation?,Additional Comments,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
5461,03-11-18-041,11/14/2002,113,Chambers Street,Mn,10007,TRIS,"Signage; 16 May 03: shopfront, awning",true,true,,40.715153,-74.008412,01,1,21,1066410,1001457502,SoHo-TriBeCa-Civic Center-Little Italy
5462,03-11-18-042,11/14/2002,121,Chambers Street,Mn,10007,TRIS,Signage,true,true,,40.715257,-74.008639,01,1,21,1001582,1001450010,SoHo-TriBeCa-Civic Center-Little Italy
5463,03-11-18-043,11/14/2002,143,Chambers Street,Mn,10007,NOT DESIGNATED,Signage,true,false,,40.715748,-74.009718,01,1,21,1001501,1001400003,SoHo-TriBeCa-Civic Center-Little Italy
5464,03-11-18-044,11/14/2002,147,Chambers Street,Mn,10007,NOT DESIGNATED,Signage,true,false,,40.715817,-74.00987,01,1,21,1085521,1001400005,SoHo-TriBeCa-Civic Center-Little Italy
5465,03-11-18-045,11/14/2002,153,Chambers Street,Mn,10007,NOT DESIGNATED,Signage,true,false,,40.715919,-74.010097,01,1,21,1001503,1001407504,SoHo-TriBeCa-Civic Center-Little Italy
5466,03-11-18-046,11/14/2002,155,Chambers Street,Mn,10007,NOT DESIGNATED,Signage,true,false,,40.715954,-74.010173,01,1,21,1001504,1001400009,SoHo-TriBeCa-Civic Center-Little Italy
5467,03-11-18-047,11/14/2002,165,Chambers Street,Mn,10007,NOT DESIGNATED,Signage,true,false,,40.716124,-74.010551,01,1,21,1066317,1001407501,SoHo-TriBeCa-Civic Center-Little Italy
5468,03-11-18-048,11/14/2002,99,Hudson Street,Mn,10013,TRIW,"Signage, awning, canopy",true,true,,40.719133,-74.008741,01,1,39,1075728,1001817504,SoHo-TriBeCa-Civic Center-Little Italy
5469,03-11-18-049,11/14/2002,141,Duane Street,Mn,10013,TRIS,Signage,true,false,,40.716355,-74.007853,01,1,33,1001607,1001477509,SoHo-TriBeCa-Civic Center-Little Italy
5470,03-11-18-050,11/14/2002,[159 - 173],Church Street,Mn,,TRIS,Signage,true,false,,40.714999,-74.007871,01,1,21,1001631,1001490014,SoHo-TriBeCa-Civic Center-Little Italy
5471,03-11-18-051,11/14/2002,[160 - 170],Church Street,Mn,,TRIS,Signage,true,false,,40.715095,-74.007821,01,1,21,1001591,1001457501,SoHo-TriBeCa-Civic Center-Little Italy
5472,03-11-18-052,11/14/2002,[175 - 177],Church Street,Mn,,TRIS,Signage,true,true,,40.715513,-74.007467,01,1,33,1001641,1001500012,SoHo-TriBeCa-Civic Center-Little Italy
5473,03-11-18-053,11/14/2002,[176 - 178],Church Street,Mn,,TRIS,Signage,true,false,,40.715565,-74.007449,01,1,33,1001604,1001460027,SoHo-TriBeCa-Civic Center-Little Italy
5474,03-11-18-054,11/14/2002,[179 - 193],Church Street,Mn,,NOT DESIGNATED,Signage,true,false,,40.7156,-74.007399,01,1,33,1001642,1001500015,SoHo-TriBeCa-Civic Center-Little Italy
5475,03-11-18-055,11/14/2002,[180 - 190],Church Street,Mn,,TRIS,Signage,true,false,,40.715653,-74.007381,01,1,33,,,SoHo-TriBeCa-Civic Center-Little Italy
5445,03-11-13-025,11/12/2002,475,West 141st Street,Mn,10031,HH,Door altered,true,true,,40.822437,-73.948839,09,7,227,1061222,1020580002,Hamilton Heights
5442,03-11-13-022,11/08/2002,,Church Street,Mn,,TRIS,"Explosions, causing vibrations, at construction site; 20 Feb 04: 1st floor windows",true,false,,,,,,,,,
5443,03-11-13-023,11/08/2002,90,Maiden Lane,Mn,10038,IL,Façade stripped,true,false,,40.70699,-74.00716,01,1,7,1001016,1000420036,Battery Park City-Lower Manhattan
5444,03-11-13-024,11/08/2002,122,State Street,Bn,11201,BH,Windows,true,true,,40.691246,-73.99533,02,33,7,3002752,3002750032,Brooklyn Heights-Cobble Hill
5437,03-11-06-017,11/07/2002,136,West 87th Street,Mn,10024,UWS,Painted pink & blue,true,true,,40.787644,-73.972844,07,6,173,1032227,1012170146,Upper West Side
5438,03-11-07-018,11/07/2002,193,Kane Street,Bn,11231,COB,Scaffolding for façade repair,true,false,,40.686319,-73.997007,06,39,45,3003511,3003110038,Carroll Gardens-Columbia Street-Red Hook
5439,03-11-07-019,11/07/2002,347,West 22nd Street,Mn,10011,CHE2,Brown tile & shiny metal door at basement,true,true,,40.745208,-74.000325,04,3,93,1013347,1007460012,Hudson Yards-Chelsea-Flatiron-Union Square
5440,03-11-13-020,11/07/2002,149,West 4th Street,Mn,10012,GV,"Subway signage, shopfront not painted",true,true,,40.731515,-74.000545,02,1,65,1083512,1005520036,West Village
5441,03-11-13-021,11/07/2002,404,6th Avenue,Mn,10011,GV,Signage,true,true,,40.733768,-73.999434,02,3,63,1009405,1005720002,West Village
5499,03-11-22-079,11/07/2002,551,Hudson Street,Mn,10014,GV,Work,true,true,,40.735242,-74.006062,02,3,75,1011886,1006330058,West Village
5433,03-11-06-013,11/06/2002,[49],West 20th Street,Mn,,IL,"Blow-torching, removing fence",true,true,,,,,,,,,
5436,03-11-06-016,11/06/2002,,Tudor City Place,Mn,,TC,Lampposts & fences painted gray,true,false,,,,,,,,,
5430,03-11-04-010,11/04/2002,[233],Broadway,Mn,,IL,Signage on scaffolding,true,false,,,,,,,,,
5431,03-11-04-011,11/04/2002,,Greene Street,Mn,,SOHO,Cobblestone work being done improperly,true,false,,,,,,,,,
5432,03-11-06-012,11/04/2002,[47],West 20th Street,Mn,,IL,Doors removed from rectory & placed in dumpster; 6 Nov 02: fence,true,true,,,,,,,,,
5435,03-11-06-015,11/04/2002,86-16,37th Avenue,Qn,,JH,Awning,true,false,,40.750158,-73.880349,03,21,279,4036257,4014740001,Jackson Heights
5429,03-11-04-009,11/01/2002,300,West 109th Street,Mn,10025,IL,"Interior alterations, including replacing floors; 5/5/06: Façade cleaning",true,false,,40.803691,-73.967455,07,6,195,1085323,1018937501,Morningside Heights
5579,03-01-31-049,11/01/2002,35-56,87th Street,Qn,,JH,Roof work on garage,true,true,,40.751055,-73.879824,03,25,279,4035853,4014600032,Jackson Heights
5427,03-11-04-007,10/30/2002,34,West 12th Street,Mn,10011,GV,Sign,true,false,,40.73519,-73.995825,02,3,63,1009574,1005750037,West Village
5428,03-11-04-008,10/30/2002,24,West 11th Street,Mn,10011,GV,Paint,true,true,,40.734449,-73.996056,02,3,63,1009532,1005740032,West Village
5426,03-11-04-006,10/29/2002,103 - 105,Perry Street,Mn,,GV,"Fences, raised planting areas",true,false,,40.735195,-74.005723,02,3,73,1011281,1006220001,West Village
5422,03-11-04-002,10/25/2002,[315],Bleecker Street,Mn,,GV,Mailbox Plus awning,true,true,,,,,,,,,
5423,03-11-04-003,10/25/2002,[309 - 311],Bleecker Street,Mn,,GV,Awning at bldg. next door to the bldg. with the Mailbox Plus awning,true,true,,40.732692,-74.003828,02,3,73,1010181,1005910006,West Village
5424,03-11-04-004,10/25/2002,257 - 261,Water Street,Mn,,SSS,Windows (vio.),true,false,,40.708396,-74.001634,01,1,1501,1001381,1001070042,Battery Park City-Lower Manhattan
5425,03-11-04-005,10/25/2002,395,6th Avenue,Mn,10014,GV,Blinking lights,true,true,,40.733244,-73.999845,02,3,71,1010270,1005930023,West Village
5418,03-10-24-118,10/24/2002,15,East 9th Street,Mn,10003,GV,Painted ground floor green,true,true,,40.732475,-73.99501,02,2,59,1009243,1005670027,West Village
5419,03-10-24-119,10/24/2002,162,Washington Park,Bn,11205,FG,Exterior work,true,true,,40.692462,-73.973679,02,35,183,3058279,3020727501,Fort Greene
6864,04-06-10-023,10/23/2002,854,Manhattan Avenue,Bn,11222,GP,Door & lighting noncompliant,true,true,,40.729131,-73.953785,01,33,575,3065134,3025740049,Greenpoint
5415,03-10-21-115,10/21/2002,[2103],Bryant Avenue,Bx,,IL,"Failure to maintain, graffiti - at cemetery",true,false,,,,,,,,,
5416,03-10-21-116,10/21/2002,159,Willoughby Avenue,Bn,11205,CLIN,"Lighting, doors, graffti, disrepair; 29 Oct 03: windows",true,false,,40.691853,-73.965829,02,35,195,3054887,3019040053,Clinton Hill
5417,03-10-21-117,10/21/2002,531,Hudson Street,Mn,10014,GV,Chipping away façade,true,false,,40.734268,-74.006221,02,3,75,1011759,1006310140,West Village
5421,03-11-04-001,10/21/2002,23,West 10th Street,Mn,10011,GV,"Basement door, oil fill & vent piping",true,false,,40.733856,-73.996475,02,3,63,1009547,1005740056,West Village
7072,05-08-30-057,10/21/2002,215 or 216,Front Street,Mn,,SSS,Work,true,false,,,,,,,,,
5414,03-10-18-114,10/18/2002,14,West 83rd Street,Mn,10024,UWS,"Preparing to paint, rear yard addition; 27 Mar 03: areaway & rear work; 23 Apr 03: façade work",true,false,,40.783573,-73.971336,07,6,169,1031186,1011960040,Upper West Side
5410,03-10-16-110,10/16/2002,277,Stuyvesant,Bn,,NOT DESIGNATED,Signs,true,false,,,,,,,,,
5411,03-10-16-111,10/16/2002,[1 - 11],Astor Place,Mn,,NOHO,Steel & concrete curb ramp,true,false,,40.730054,-73.992629,02,2,57,1008806,1005450059,West Village
5412,03-10-16-112,10/16/2002,133,West 78th Street,Mn,10024,UWS,Areaway alts.,true,false,,40.781733,-73.97706,07,6,165,1030247,1011500018,Upper West Side
5413,03-10-16-113,10/16/2002,200,Court Street,Bn,11201,COB,Work,true,true,,40.68703,-73.993661,06,39,45,3003279,3003020041,Carroll Gardens-Columbia Street-Red Hook
5400,03-10-15-100,10/15/2002,80 or 81,Bedford Street,Mn,,GV,Red oil tanks hooked into the bldg at the courtyard,true,false,,,,,,,,,
5401,03-10-15-101,10/15/2002,165,Church Street,Mn,10007,TRIS,Awning,true,true,,40.71515,-74.007752,01,1,21,1001631,1001490014,SoHo-TriBeCa-Civic Center-Little Italy
5402,03-10-15-102,10/15/2002,29,East 63rd Street,Mn,10065,UES,Light fixtures at the ground floor level,true,false,,40.765979,-73.969297,08,4,122,1041029,1013780026,Upper East Side-Carnegie Hill
5403,03-10-15-103,10/15/2002,7,East 76th Street,Mn,10021,UES,Light fixtures at the ground floor level,true,false,,40.774725,-73.964375,08,4,130,1041790,1013910008,Upper East Side-Carnegie Hill
5404,03-10-15-104,10/15/2002,9,East 70th Street,Mn,10021,UES,Painted top floor metal work light green,true,false,,40.770911,-73.967403,08,4,130,,,Upper East Side-Carnegie Hill
5405,03-10-15-105,10/15/2002,211,East 61st Street,Mn,10065,TF,Painted parlor floor bow window,true,false,,40.762602,-73.965169,08,4,110,1043783,1014160007,Lenox Hill-Roosevelt Island
5406,03-10-15-106,10/15/2002,11,East 68th Street,Mn,10065,UES,"Single pane window at Madison facade, 10th floor",true,true,,40.769624,-73.96823,08,4,122,1041253,1013837501,Upper East Side-Carnegie Hill
5407,03-10-15-107,10/15/2002,42,East 64th Street,Mn,10065,UES,Large planter,true,false,,40.766547,-73.968751,08,4,122,1041040,1013780044,Upper East Side-Carnegie Hill
5408,03-10-15-108,10/15/2002,36,East 63rd Street,Mn,10065,UES,3 of top floor windows replaced,true,false,,40.765927,-73.969217,08,4,11401,1040905,1013770046,Upper East Side-Carnegie Hill
5399,03-10-15-099,10/14/2002,695,St. Nicholas Avenue,Mn,10030,HHE,"Repointing; 18 Feb 03: awnings, sign",true,false,,40.823563,-73.944993,09,7,227,1061002,1020500131,Hamilton Heights
5647,03-02-28-067,10/14/2002,701,St. Nicholas Avenue,Mn,10031,HHSU,Awnings; 18 Feb 03: sign,true,false,,40.82418,-73.944664,09,9,231,1061349,1020600029,Hamilton Heights
5409,03-10-15-109,10/13/2002,432 - 434,West 119th Street,Mn,,IL,Gatehouse in disrepair; 22 Sept 03: fence,true,false,,40.808311,-73.958599,09,7,20701,1059509,1019620035,Morningside Heights
5395,03-10-15-095,10/11/2002,360,Clinton Avenue,Bn,11238,CLIN,Doors stripped,true,true,,40.687394,-73.967678,02,35,197,3379645,3019430006,Clinton Hill
5396,03-10-15-096,10/11/2002,102,West 73rd Street,Mn,10023,UWS,Signs on shopfront & railings,true,true,,40.778286,-73.978766,07,6,157,1029939,1011440034,Lincoln Square
5397,03-10-15-097,10/11/2002,220,West 13th Street,Mn,10011,GV,Windows,true,true,,40.738105,-74.000772,02,3,77,1011093,1006170045,West Village
5398,03-10-15-098,10/11/2002,302,Lafayette Avenue,Bn,11238,CLIN,Windows,true,true,,40.688441,-73.963743,02,35,197,3055542,3019470024,Clinton Hill
5388,03-10-15-088,10/10/2002,105,Grosvenor Street,Qn,11363,DOUG,Door,true,true,,40.777921,-73.752694,11,19,1483,4168109,4080260044,Douglas Manor-Douglaston-Little Neck
5389,03-10-15-089,10/10/2002,130,Hollywood Avenue,Qn,11363,DOUG,Started work,true,false,,40.775566,-73.751616,11,19,1483,4168253,4080410029,Douglas Manor-Douglaston-Little Neck
5390,03-10-15-090,10/10/2002,172,MacDonough Street,Bn,11216,SH,Structure being built at back,true,true,,40.681492,-73.939497,03,36,273,3053568,3018560016,Stuyvesant Heights
5391,03-10-15-091,10/10/2002,5-Jan,Old Fulton Street,Bn,,FF,Removal of sheet metal window pediment,true,false,,,,,,,,,
5393,03-10-15-093,10/10/2002,350,6th Avenue,Mn,10011,GV,Windows; 7 Nov 02: mortar work at 2nd floor,true,true,,40.732061,-74.000686,02,1,65,1008869,1005527504,West Village
5394,03-10-15-094,10/10/2002,387,6th Avenue,Mn,10014,GV,"Shopfront, light posts",true,true,,40.733077,-73.999968,02,3,71,1010273,1005930027,West Village
5340,03-10-09-040,10/09/2002,[2],South Portland Avenue,Bn,,FG,Shed in Trust for Public Land lot,true,false,,,,,,,,,
5341,03-10-09-041,10/09/2002,79,Barrow Street,Mn,10014,GV,Lot-line windows,true,false,,40.731602,-74.005979,02,3,67,1009820,1005840018,West Village
5386,03-10-09-086,10/09/2002,5205,Sycamore Road,Bx,,RDAL,Windows,true,true,,,,,,,,,
5387,03-10-09-087,10/09/2002,102,Fifth Avenue,Mn,10011,LM,Awning,true,false,,40.736971,-73.992927,05,3,54,1080621,1008177502,Hudson Yards-Chelsea-Flatiron-Union Square
5335,03-10-08-035,10/08/2002,140,7th Avenue South,Mn,10014,GV,Shopfront work,true,true,,40.734734,-74.002176,02,3,73,1076838,1006110014,West Village
5336,03-10-08-036,10/08/2002,35-37,86th Street,Qn,,JH,Covered garage with plywood,true,true,,40.751827,-73.880887,03,25,279,4035861,4014600056,Jackson Heights
5337,03-10-08-037,10/08/2002,[75],West 71st Street,Mn,,UWS,"Roll-gates, yellow awning at coffee shop, other work",true,true,,,,,,,,,
5338,03-10-08-038,10/08/2002,44,Walker Street,Mn,10013,TRIE,Dryscraping off paint,true,true,,40.719119,-74.003593,01,1,33,1002315,1001947502,SoHo-TriBeCa-Civic Center-Little Italy
5339,03-10-08-039,10/08/2002,122,West 72nd Street,Mn,10023,UWS,"Neon, signs in windows",true,true,,40.77777,-73.979672,07,6,157,1087731,1011437505,Lincoln Square
5385,03-10-09-085,10/08/2002,34-52,86th Street,Qn,,JH,Windows; 15 Sept 03: sidewalk,true,true,,40.753085,-73.881138,03,25,281,4035591,4014460031,Jackson Heights
5333,03-10-07-033,10/07/2002,34-34,85th Street,Qn,,JH,"Vinyl siding at dormer windows, flashing on top of dormer; 9 Oct 02: garage being constructed",true,true,,40.753116,-73.882094,03,25,281,4035556,4014450023,Jackson Heights
5362,03-10-09-062,10/04/2002,503,8th Avenue,Bn,11215,PS,Windows,true,true,,40.668067,-73.977283,06,39,165,3025619,3010857502,Park Slope-Gowanus
5334,03-10-07-034,10/07/2002,474,West 144th Street,Mn,10031,HH,Windows painting; 8 Oct 02: interior alterations,true,true,,40.824305,-73.947508,09,7,227,1061298,1020590030,Hamilton Heights
5392,03-10-15-092,10/07/2002,87,7th Avenue South,Mn,10014,GV,"Exhaust stack, compressors, HVAC units, roof structure; 18 Nov 02: plastic at trellises, heating",true,true,,40.732678,-74.003302,02,3,73,1010190,1005910034,West Village
5434,03-11-06-014,10/07/2002,[911],Flatbush Avenue,Bn,,IL,Disrepair at Erasmus Hall Academy,true,false,,,,,,,,,
5332,03-10-07-032,10/06/2002,15,Christopher Street,Mn,10014,GV,Conduits installed; 30 Oct 02: sign,true,true,,40.733952,-74.000552,02,3,71,1076915,1006100066,West Village
5318,03-10-04-018,10/04/2002,5,Worth Street,Mn,10013,TRIW,Wood shack at roof; 31 July 03: removing loading dock,true,true,,40.718125,-74.00855,01,1,33,1001992,1001797504,SoHo-TriBeCa-Civic Center-Little Italy
5319,03-10-04-019,10/04/2002,287,Washington Avenue,Bn,11205,CLIN,Removing paint,true,true,,40.69038,-73.96627,02,35,195,,,Clinton Hill
5320,03-10-04-020,10/04/2002,19,Grace Court,Bn,11201,BH,Interior alterations at apt. 6a and/or 6b,true,true,,40.694345,-73.997844,02,33,301,3002139,3002510055,Brooklyn Heights-Cobble Hill
5321,03-10-04-021,10/04/2002,122,East 10th Street,Mn,10003,SMA,Signage,true,false,,40.73032,-73.988119,03,2,40,1006774,1004650018,East Village
5322,03-10-04-022,10/04/2002,106,West 71st Street,Mn,10023,UWS,Neon,true,true,,40.776955,-73.979824,07,6,157,1029764,1011420036,Lincoln Square
5323,03-10-04-023,10/04/2002,79-13,37th Avenue,Qn,,JH,Dean Anderson awning,true,true,,40.749484,-73.886883,03,25,285,4029670,4012790035,Jackson Heights
5324,03-10-04-024,10/04/2002,40,Remsen Street,Bn,11201,BH,Wood deck at roof,true,true,,40.694762,-73.996938,02,33,301,3326035,3002510026,Brooklyn Heights-Cobble Hill
5325,03-10-04-025,10/04/2002,583,6th Street,Bn,11215,PS,Fencing,true,false,,40.667021,-73.976559,06,39,165,3025665,3010850063,Park Slope-Gowanus
5326,03-10-04-026,10/04/2002,581,6th Street,Bn,11215,PS,Fencing,true,false,,40.667041,-73.976598,06,39,165,3025671,3010857501,Park Slope-Gowanus
5327,03-10-04-027,10/04/2002,579A,6th Street,Bn,,PS,Fencing,true,false,,40.66706,-73.976638,06,39,165,3025666,3010850065,Park Slope-Gowanus
5328,03-10-04-028,10/04/2002,581A,6th Street,Bn,,PS,Fencing,true,false,,40.667041,-73.976598,06,39,165,3025671,3010857501,Park Slope-Gowanus
5329,03-10-04-029,10/04/2002,590,6th Street,Bn,11215,PS,Fencing,true,false,,40.667057,-73.976674,06,39,167,3341331,3010870007,Park Slope-Gowanus
5330,03-10-04-030,10/04/2002,517,8th Avenue,Bn,11215,PS,Fencing,true,false,,40.668007,-73.977334,06,39,165,3025612,3010850002,Park Slope-Gowanus
5331,03-10-04-031,10/04/2002,519,8th Avenue,Bn,11215,PS,Fencing,true,true,,40.667999,-73.977341,06,39,165,3025611,3010850001,Park Slope-Gowanus
5344,03-10-09-044,10/04/2002,568,5th Street,Bn,11215,PS,Windows,true,false,,40.667757,-73.976375,06,39,165,3025623,3010850014,Park Slope-Gowanus
5345,03-10-09-045,10/04/2002,572,5th Street,Bn,11215,PS,Windows,true,false,,40.667705,-73.976267,06,39,165,3025625,3010850016,Park Slope-Gowanus
5346,03-10-09-046,10/04/2002,578,5th Street,Bn,11215,PS,Windows,true,true,,40.667628,-73.976104,06,39,165,3025628,3010850019,Park Slope-Gowanus
5347,03-10-09-047,10/04/2002,580,5th Street,Bn,11215,PS,Windows,true,true,,40.667603,-73.97605,06,39,165,3025629,3010850021,Park Slope-Gowanus
5348,03-10-09-048,10/04/2002,596,5th Street,Bn,11215,PS,Windows,true,true,,40.667394,-73.975621,06,39,165,3025636,3010850029,Park Slope-Gowanus
5349,03-10-09-049,10/04/2002,589,5th Street,Bn,11215,PS,Windows,true,true,,40.667436,-73.975665,06,39,165,3025568,3010830057,Park Slope-Gowanus
5350,03-10-09-050,10/04/2002,599,5th Street,Bn,11215,PS,Windows,true,true,,40.667307,-73.975398,06,39,165,3025563,3010830052,Park Slope-Gowanus
5351,03-10-09-051,10/04/2002,600,6th Street,Bn,11215,PS,Windows,true,true,,40.666958,-73.976472,06,39,167,3025681,3010870024,Park Slope-Gowanus
5352,03-10-09-052,10/04/2002,602,6th Street,Bn,11215,PS,Windows,true,true,,40.666939,-73.976429,06,39,167,3025682,3010870025,Park Slope-Gowanus
5353,03-10-09-053,10/04/2002,593,6th Street,Bn,11215,PS,Windows,true,true,,40.666925,-73.976361,06,39,165,3025659,3010857506,Park Slope-Gowanus
5354,03-10-09-054,10/04/2002,594,6th Street,Bn,11215,PS,Windows,true,true,,40.667019,-73.976591,06,39,167,3025679,3010870022,Park Slope-Gowanus
5355,03-10-09-055,10/04/2002,510,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.66804,-73.97733,06,39,153,3025599,3010840039,Park Slope-Gowanus
5356,03-10-09-056,10/04/2002,512,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.668032,-73.977337,06,39,153,3025600,3010840039,Park Slope-Gowanus
5357,03-10-09-057,10/04/2002,513,8th Avenue,Bn,11215,PS,Windows,true,false,,40.668023,-73.977319,06,39,165,3025614,3010850004,Park Slope-Gowanus
5358,03-10-09-058,10/04/2002,515,8th Avenue,Bn,11215,PS,Windows,true,true,,40.668015,-73.977326,06,39,165,3025613,3010850003,Park Slope-Gowanus
5359,03-10-09-059,10/04/2002,511,8th Avenue,Bn,11215,PS,Windows,true,false,,40.668032,-73.977312,06,39,165,3025615,3010850005,Park Slope-Gowanus
5360,03-10-09-060,10/04/2002,506,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.668059,-73.977315,06,39,153,3025598,3010840039,Park Slope-Gowanus
5361,03-10-09-061,10/04/2002,509,8th Avenue,Bn,11215,PS,Windows,true,false,,40.66804,-73.977305,06,39,165,3025616,3010850006,Park Slope-Gowanus
5363,03-10-09-063,10/04/2002,507,8th Avenue,Bn,11215,PS,Windows,true,true,,40.668048,-73.977297,06,39,165,3025617,3010850007,Park Slope-Gowanus
5364,03-10-09-064,10/04/2002,504,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.668067,-73.977308,06,39,153,3025597,3010840039,Park Slope-Gowanus
5365,03-10-09-065,10/04/2002,401,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.668674,-73.976771,06,39,165,3025530,3010830005,Park Slope-Gowanus
5366,03-10-09-066,10/04/2002,314,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.669228,-73.976335,06,39,155,3025435,3010800041,Park Slope-Gowanus
5367,03-10-09-067,10/04/2002,502,8th Avenue,Bn,11215,IL?,Windows; 3 May 03: red door,true,false,,40.668075,-73.977301,06,39,153,3337807,3010840039,Park Slope-Gowanus
5368,03-10-09-068,10/04/2002,300,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.669288,-73.976284,06,39,155,3025434,3010800035,Park Slope-Gowanus
5369,03-10-09-069,10/04/2002,305,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.669261,-73.97628,06,39,165,3025463,3010810005,Park Slope-Gowanus
5370,03-10-09-070,10/04/2002,601A,3rd Street,Bn,,PS,Windows,true,false,,40.668844,-73.975087,06,39,165,,,Park Slope-Gowanus
5371,03-10-09-071,10/04/2002,617,3rd Street,Bn,11215,PS,Windows,true,false,,40.668638,-73.974659,06,39,165,3025385,3010790054,Park Slope-Gowanus
5372,03-10-09-072,10/04/2002,75,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5373,03-10-09-073,10/04/2002,78,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5374,03-10-09-074,10/04/2002,119,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5375,03-10-09-075,10/04/2002,121,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5376,03-10-09-076,10/04/2002,125,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5377,03-10-09-077,10/04/2002,138,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5378,03-10-09-078,10/04/2002,168,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5379,03-10-09-079,10/04/2002,161,9th Avenue,Bn,,IL?,Windows,true,false,,,,,,,,,
5380,03-10-09-080,10/04/2002,624,11th Street,Bn,11215,PS,Windows,true,false,,40.663799,-73.978687,06,39,167,3026335,3010970034,Park Slope-Gowanus
5381,03-10-09-081,10/04/2002,618,11th Street,Bn,11215,PS,Windows,true,false,,40.663863,-73.97882,06,39,167,3026334,3010970031,Park Slope-Gowanus
5382,03-10-09-082,10/04/2002,712,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.666827,-73.97834,06,39,153,3025769,3010880039,Park Slope-Gowanus
5383,03-10-09-083,10/04/2002,708,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.666843,-73.978325,06,39,153,3025768,3010880037,Park Slope-Gowanus
5384,03-10-09-084,10/04/2002,704,8th Avenue,Bn,11215,IL?,Windows,true,false,,40.66686,-73.978311,06,39,153,3025767,3010880035,Park Slope-Gowanus
5310,03-10-03-010,10/03/2002,172,West 4th Street,Mn,10014,NOT DESIGNATED,Awning for vet,true,false,,40.732149,-74.001519,02,3,67,1080168,1005900028,West Village
5311,03-10-03-011,10/03/2002,35,Christopher Street,Mn,10014,GV,Signage,true,false,,40.733829,-74.001368,02,3,73,1010675,1006100028,West Village
5312,03-10-03-012,10/03/2002,160,West 10th Street,Mn,10014,GV,Preparing for a rooftop addtion,true,false,,40.734416,-74.001801,02,3,73,1010668,1006100017,West Village
5343,03-10-09-043,10/03/2002,74A,Westervelt Avenue,SI,,SG,"Sign, lighting",true,true,,40.645731,-74.085886,01,49,7,5001186,5000510188,West New Brighton-New Brighton-St. George
5307,03-10-03-007,10/02/2002,435,West 147th Street,Mn,10031,HHSU,Plastic plant holders,true,false,,40.825769,-73.944829,09,9,231,1061472,1020620120,Hamilton Heights
5308,03-10-03-008,10/02/2002,265,Water Street,Mn,10038,SSS,Painting,true,false,,40.708497,-74.001428,01,1,1501,1001382,1001070044,Battery Park City-Lower Manhattan
5309,03-10-03-009,10/02/2002,261,Water Street,Mn,10038,SSS,Windows,true,false,,40.708445,-74.001533,01,1,1501,1084423,1001070042,Battery Park City-Lower Manhattan
5315,03-10-03-015,10/02/2002,738,St. Nicholas Avenue,Mn,10031,HHSU,"Windows, grilles",true,true,,40.825193,-73.943901,09,9,231,1061135,1020530060,Hamilton Heights
5317,03-10-03-017,10/02/2002,13,Gramercy Park South,Mn,10003,GPK,Yellow & white façade,true,false,,40.73789,-73.986732,06,2,50,1017940,1008750073,Gramercy
5306,03-10-03-006,10/01/2002,328,West 88th Street,Mn,10024,RWE,Painting,true,true,,40.790549,-73.977783,07,6,175,1034001,1012490146,Upper West Side
5313,03-10-03-013,10/01/2002,34-41,84th Street,Qn,,JH,Garden wall,true,true,,40.752757,-73.882954,03,25,281,4035569,4014450050,Jackson Heights
5314,03-10-03-014,10/01/2002,34-51,84th Street,Qn,,JH,Garden wall,true,false,,40.752576,-73.882918,03,25,281,4035565,4014450044,Jackson Heights
5305,03-10-03-005,09/30/2002,53,West 72nd Street,Mn,10023,UWS,"Corner shopfront alterations, chimney alterations",true,true,,40.777111,-73.978062,07,6,157,1028631,1011250001,Lincoln Square
5304,03-10-03-004,09/28/2002,82,Clark Street,Bn,11201,BH,Removal of bricks,true,false,,40.697419,-73.992888,02,33,502,3001896,3002370037,Brooklyn Heights-Cobble Hill
5302,03-10-03-002,09/26/2002,62,Thomas Street,Mn,10013,TRIS,Façade work,true,false,,40.716852,-74.007384,01,1,33,1001607,1001477509,SoHo-TriBeCa-Civic Center-Little Italy
5303,03-10-03-003,09/26/2002,,Riverside Drive,Mn,,W82,Granite replaced by concrete at sidewalk,true,false,,,,,,,,,
5342,03-10-09-042,09/26/2002,[2802 - 2828],Frederick Douglass Boulevard,Mn,,IL,Disrepair,true,false,,,,,,,,,
